n_reads,n_threads,finegrain_type,avg_t_calcscore,avg_t_adread,avg_t_adisum
10,4,1,4.47132e+06,3.89499e+06,3.42013e+06
10,5,1,4.09759e+06,3.53689e+06,3.17822e+06
10,6,1,3.80903e+06,3.2082e+06,2.85155e+06
10,7,1,3.76003e+06,2.97153e+06,2.57761e+06
10,8,1,5.09186e+06,3.93609e+06,3.48129e+06
10,10,1,7.39089e+06,6.30685e+06,5.72278e+06
10,16,1,8.25022e+06,7.32863e+06,6.58191e+06
10,32,1,1.10696e+07,9.88082e+06,8.9866e+06
10,64,1,1.63614e+07,1.54855e+07,1.41888e+07
10,1,1,9.54104e+06,9.17309e+06,8.34019e+06
10,2,1,5.76421e+06,5.36536e+06,4.83708e+06
10,4,1,5.36806e+06,4.58913e+06,4.10207e+06
10,5,1,4.29907e+06,3.7029e+06,3.28657e+06
10,6,1,4.05936e+06,3.42551e+06,2.97732e+06
10,7,1,4.44791e+06,3.37516e+06,2.99802e+06
10,8,1,5.1237e+06,3.93336e+06,3.50549e+06
10,10,1,7.75312e+06,6.74661e+06,6.09521e+06
10,16,1,8.52408e+06,7.50062e+06,6.66424e+06
10,32,1,1.10704e+07,1.01032e+07,9.11942e+06
10,64,1,1.64352e+07,1.56732e+07,1.43411e+07
10,1,1,9.69669e+06,9.32387e+06,8.48835e+06
10,2,1,5.9324e+06,5.54977e+06,4.98306e+06
10,4,1,4.91404e+06,4.2485e+06,3.69292e+06
10,5,1,4.46012e+06,3.759e+06,3.36446e+06
10,6,1,4.31784e+06,3.41378e+06,3.05171e+06
10,7,1,3.79214e+06,3.17592e+06,2.81368e+06
10,8,1,5.16169e+06,4.0019e+06,3.55304e+06
10,10,1,7.56344e+06,6.3677e+06,5.77712e+06
10,16,1,8.45672e+06,7.3808e+06,6.60777e+06
10,32,1,1.13605e+07,1.00492e+07,9.15985e+06
10,64,1,1.56024e+07,1.47507e+07,1.35852e+07
10,1,1,9.32442e+06,8.93989e+06,8.0998e+06
10,2,1,6.34907e+06,5.83395e+06,5.22349e+06
10,4,1,4.97738e+06,4.28125e+06,3.81284e+06
10,5,1,4.24664e+06,3.63874e+06,3.19225e+06
10,6,1,3.84529e+06,3.23775e+06,2.87257e+06
10,7,1,4.85891e+06,3.85317e+06,3.39737e+06
10,8,1,4.84336e+06,4.04393e+06,3.60506e+06
10,10,1,7.35116e+06,6.35801e+06,5.78114e+06
10,16,1,8.4797e+06,7.5267e+06,6.72631e+06
10,32,1,1.06711e+07,9.81722e+06,8.94355e+06
10,64,1,1.58826e+07,1.50281e+07,1.37255e+07
10,1,1,9.61783e+06,9.2479e+06,8.32315e+06
10,2,1,6.45693e+06,5.94646e+06,5.30096e+06
10,4,1,4.40459e+06,3.86278e+06,3.40602e+06
10,5,1,4.39576e+06,3.73198e+06,3.36357e+06
10,6,1,3.72026e+06,2.96583e+06,2.58756e+06
10,7,1,4.63303e+06,3.87415e+06,3.44354e+06
10,8,1,4.43024e+06,3.85874e+06,3.39764e+06
10,10,1,7.60268e+06,6.50468e+06,5.88362e+06
10,16,1,8.68453e+06,7.61104e+06,6.85843e+06
10,32,1,1.10525e+07,1.01787e+07,9.22122e+06
10,64,1,1.58924e+07,1.49477e+07,1.36864e+07
10,1,1,9.41887e+06,9.05133e+06,8.185e+06
10,2,1,6.98643e+06,6.30529e+06,5.66152e+06
10,4,1,5.06936e+06,4.3415e+06,3.78592e+06
10,5,1,3.6666e+06,3.19089e+06,2.84707e+06
10,6,1,3.48625e+06,2.94446e+06,2.61029e+06
10,7,1,3.90812e+06,3.22934e+06,2.76576e+06
10,8,1,4.72116e+06,3.79284e+06,3.34783e+06
10,10,1,7.44495e+06,6.34226e+06,5.74222e+06
10,16,1,8.29126e+06,7.351e+06,6.55974e+06
10,32,1,1.08251e+07,9.95867e+06,9.07028e+06
10,64,1,1.60628e+07,1.51242e+07,1.38708e+07
10,1,1,9.28202e+06,8.90017e+06,8.05877e+06
10,2,1,6.93662e+06,6.29615e+06,5.67842e+06
10,4,1,4.24235e+06,3.77014e+06,3.29988e+06
10,5,1,4.29009e+06,3.66425e+06,3.29027e+06
10,6,1,3.66856e+06,3.09698e+06,2.70225e+06
10,7,1,3.70794e+06,3.14894e+06,2.70301e+06
10,8,1,4.6365e+06,3.94697e+06,3.49331e+06
10,10,1,7.44423e+06,6.3407e+06,5.67471e+06
10,16,1,8.39222e+06,7.40366e+06,6.64601e+06
10,32,1,1.09772e+07,1.00718e+07,9.19705e+06
10,64,1,1.61661e+07,1.4779e+07,1.34724e+07
10,1,1,9.47769e+06,9.09662e+06,8.18721e+06
10,2,1,5.69224e+06,5.29938e+06,4.71841e+06
10,4,1,5.05456e+06,4.39277e+06,3.90759e+06
10,5,1,4.58462e+06,3.86577e+06,3.45771e+06
10,6,1,3.99841e+06,3.3293e+06,2.96678e+06
10,7,1,3.87055e+06,3.12604e+06,2.76131e+06
10,8,1,5.26549e+06,4.08934e+06,3.60393e+06
10,10,1,7.36524e+06,6.15972e+06,5.5979e+06
10,16,1,8.35878e+06,7.14726e+06,6.4555e+06
10,32,1,1.09522e+07,1.00326e+07,9.20351e+06
10,64,1,1.5437e+07,1.46215e+07,1.33628e+07
10,1,1,9.71981e+06,9.33233e+06,8.42468e+06
10,2,1,5.63277e+06,5.24046e+06,4.67774e+06
10,4,1,4.80951e+06,4.13006e+06,3.64704e+06
10,5,1,4.26124e+06,3.5955e+06,3.22139e+06
10,6,1,3.81376e+06,3.20818e+06,2.84484e+06
10,7,1,4.56738e+06,3.81027e+06,3.35285e+06
10,8,1,4.76621e+06,3.98725e+06,3.51304e+06
10,10,1,7.40329e+06,6.38091e+06,5.79714e+06
10,16,1,8.2493e+06,7.31557e+06,6.53831e+06
10,32,1,1.13105e+07,1.01695e+07,9.2885e+06
10,64,1,1.57321e+07,1.46687e+07,1.33295e+07
10,1,1,9.41444e+06,9.02008e+06,8.19591e+06
10,2,1,6.96494e+06,6.31684e+06,5.70285e+06
10,4,1,5.05928e+06,4.40315e+06,3.78476e+06
10,5,1,4.52171e+06,3.81277e+06,3.39746e+06
10,6,1,3.4982e+06,2.95471e+06,2.56608e+06
10,7,1,4.06723e+06,3.09558e+06,2.65986e+06
10,8,1,4.79738e+06,4.04823e+06,3.50136e+06
10,10,1,7.41467e+06,6.47282e+06,5.87894e+06
10,16,1,8.34505e+06,7.47681e+06,6.68762e+06
10,32,1,1.08938e+07,9.74032e+06,8.8916e+06
10,64,1,1.60612e+07,1.5197e+07,1.3879e+07
10,1,1,9.24112e+06,8.8579e+06,8.04075e+06
10,2,1,5.5648e+06,5.18938e+06,4.66702e+06
10,4,1,5.00572e+06,4.27645e+06,3.8152e+06
10,5,1,4.22114e+06,3.57768e+06,3.20479e+06
10,6,1,4.14183e+06,3.36899e+06,2.96584e+06
10,7,1,3.7068e+06,3.08119e+06,2.6378e+06
10,8,1,4.76067e+06,4.07337e+06,3.60108e+06
10,10,1,7.44855e+06,6.46145e+06,5.76027e+06
10,16,1,8.2075e+06,7.34015e+06,6.58809e+06
10,32,1,1.08868e+07,1.00053e+07,9.12182e+06
10,64,1,1.61501e+07,1.4818e+07,1.35119e+07
10,1,1,9.3319e+06,8.9544e+06,8.12081e+06
10,2,1,6.95251e+06,6.37799e+06,5.66715e+06
10,4,1,4.6808e+06,4.09389e+06,3.62424e+06
10,5,1,4.35898e+06,3.57598e+06,3.21125e+06
10,6,1,3.74156e+06,3.11905e+06,2.75309e+06
10,7,1,3.69515e+06,3.11237e+06,2.75317e+06
10,8,1,4.48174e+06,3.73117e+06,3.25321e+06
10,10,1,7.34487e+06,6.31953e+06,5.66706e+06
10,16,1,8.6575e+06,7.68033e+06,6.8697e+06
10,32,1,1.08164e+07,9.76258e+06,8.92895e+06
10,64,1,1.58632e+07,1.50947e+07,1.38333e+07
10,1,1,9.22085e+06,8.84283e+06,8.01545e+06
10,2,1,7.09082e+06,6.43099e+06,5.79839e+06
10,4,1,4.77364e+06,4.12893e+06,3.6613e+06
10,5,1,4.89503e+06,4.25478e+06,3.88982e+06
10,6,1,3.69403e+06,3.07872e+06,2.69115e+06
10,7,1,4.25157e+06,3.72802e+06,3.26614e+06
10,8,1,4.9665e+06,4.17443e+06,3.70774e+06
10,10,1,7.1534e+06,6.29007e+06,5.73007e+06
10,16,1,8.36775e+06,7.29138e+06,6.59969e+06
10,32,1,1.10594e+07,1.00976e+07,9.1323e+06
10,64,1,1.61859e+07,1.53784e+07,1.40625e+07
10,1,1,9.60009e+06,9.13707e+06,8.28742e+06
10,2,1,6.4099e+06,5.89494e+06,5.28193e+06
10,4,1,4.52804e+06,3.94332e+06,3.45458e+06
10,5,1,3.93891e+06,3.39701e+06,3.03157e+06
10,6,1,4.01718e+06,3.29516e+06,2.88735e+06
10,7,1,4.5804e+06,3.5865e+06,3.07492e+06
10,8,1,4.76725e+06,3.87491e+06,3.35811e+06
10,10,1,7.63548e+06,6.44111e+06,5.82132e+06
10,16,1,8.39286e+06,7.3923e+06,6.67368e+06
10,32,1,1.07935e+07,9.83803e+06,8.97551e+06
10,64,1,1.61217e+07,1.53597e+07,1.4113e+07
10,1,1,9.19748e+06,8.83942e+06,8.00946e+06
10,2,1,5.56305e+06,5.1986e+06,4.65162e+06
10,4,1,4.93216e+06,4.27875e+06,3.80886e+06
10,5,1,3.83905e+06,3.30176e+06,2.93772e+06
10,6,1,4.40654e+06,3.64692e+06,3.18712e+06
10,7,1,4.65203e+06,4.03485e+06,3.57249e+06
10,8,1,4.88133e+06,4.01955e+06,3.52714e+06
10,10,1,7.44588e+06,6.34111e+06,5.65859e+06
10,16,1,8.41005e+06,7.44187e+06,6.7396e+06
10,32,1,1.10643e+07,9.8552e+06,8.94334e+06
10,64,1,1.5921e+07,1.4869e+07,1.35144e+07
10,1,1,9.30362e+06,8.92284e+06,8.0903e+06
10,2,1,5.43266e+06,5.05444e+06,4.52513e+06
10,4,1,3.97752e+06,3.48482e+06,3.04832e+06
10,5,1,3.79151e+06,3.26614e+06,2.91569e+06
10,6,1,3.71548e+06,3.0421e+06,2.67312e+06
10,7,1,4.49303e+06,3.67364e+06,3.17622e+06
10,8,1,4.75978e+06,3.96386e+06,3.44341e+06
10,10,1,7.24545e+06,6.35198e+06,5.74712e+06
10,16,1,8.36974e+06,7.30861e+06,6.53727e+06
10,32,1,1.10342e+07,9.73192e+06,8.86264e+06
10,64,1,1.58382e+07,1.49112e+07,1.36634e+07
10,1,1,9.35882e+06,8.98111e+06,8.07324e+06
10,2,1,6.39789e+06,5.93604e+06,5.21494e+06
10,4,1,5.06974e+06,4.33468e+06,3.87274e+06
10,5,1,4.47682e+06,3.59383e+06,3.22246e+06
10,6,1,3.69271e+06,3.09355e+06,2.72744e+06
10,7,1,3.65552e+06,3.07152e+06,2.70916e+06
10,8,1,4.75565e+06,4.08337e+06,3.61591e+06
10,10,1,7.53653e+06,6.54084e+06,5.98097e+06
10,16,1,8.41086e+06,7.40056e+06,6.64676e+06
10,32,1,1.12083e+07,1.00229e+07,9.17539e+06
10,64,1,1.57289e+07,1.46452e+07,1.33258e+07
10,1,1,9.2806e+06,8.91554e+06,8.08748e+06
10,2,1,6.00417e+06,5.52611e+06,4.91424e+06
10,4,1,4.60196e+06,3.92951e+06,3.49223e+06
10,5,1,4.23341e+06,3.53402e+06,3.14605e+06
10,6,1,3.67774e+06,3.10397e+06,2.74103e+06
10,7,1,3.703e+06,3.10962e+06,2.69405e+06
10,8,1,5.00453e+06,3.98459e+06,3.51269e+06
10,10,1,7.34008e+06,6.27439e+06,5.71381e+06
10,16,1,8.56892e+06,7.447e+06,6.75369e+06
10,32,1,1.10796e+07,9.89948e+06,9.04475e+06
10,64,1,1.62881e+07,1.53704e+07,1.39183e+07
10,1,1,9.37739e+06,9.00068e+06,8.17215e+06
10,2,1,6.97502e+06,6.26684e+06,5.62646e+06
10,4,1,3.9775e+06,3.41689e+06,2.98615e+06
10,5,1,4.15499e+06,3.52067e+06,3.06048e+06
10,6,1,3.6431e+06,3.10777e+06,2.73289e+06
10,7,1,3.70218e+06,3.09944e+06,2.75408e+06
10,8,1,4.76631e+06,3.94134e+06,3.49431e+06
10,10,1,7.4123e+06,6.39355e+06,5.80213e+06
10,16,1,8.73769e+06,7.65045e+06,6.95251e+06
10,32,1,1.14144e+07,1.0283e+07,9.3355e+06
10,64,1,1.60435e+07,1.49042e+07,1.36322e+07
10,1,1,9.47491e+06,9.0843e+06,8.21982e+06
10,2,1,6.73632e+06,6.16491e+06,5.55084e+06
10,4,1,5.0475e+06,4.36248e+06,3.88497e+06
10,5,1,4.36428e+06,3.69953e+06,3.33901e+06
10,6,1,3.64137e+06,3.1389e+06,2.79477e+06
10,7,1,3.40783e+06,2.91269e+06,2.49603e+06
10,8,1,4.78627e+06,4.0101e+06,3.52821e+06
10,10,1,7.61301e+06,6.50423e+06,5.88266e+06
10,16,1,8.48879e+06,7.39205e+06,6.67472e+06
10,32,1,1.1156e+07,1.01817e+07,9.33278e+06
10,64,1,1.59913e+07,1.49175e+07,1.35987e+07
10,1,1,9.35925e+06,8.98443e+06,8.15982e+06
10,2,1,5.46019e+06,5.09456e+06,4.57768e+06
10,4,1,4.66076e+06,4.06747e+06,3.53834e+06
10,5,1,4.39846e+06,3.77201e+06,3.39028e+06
10,6,1,3.73647e+06,3.11656e+06,2.74414e+06
10,7,1,3.98749e+06,3.28055e+06,2.86675e+06
10,8,1,4.75028e+06,3.99289e+06,3.47873e+06
10,10,1,7.50131e+06,6.38562e+06,5.81655e+06
10,16,1,8.18848e+06,7.25941e+06,6.45415e+06
10,32,1,1.09448e+07,9.80132e+06,8.87971e+06
10,64,1,1.57014e+07,1.47692e+07,1.34867e+07
10,1,1,9.69593e+06,9.30252e+06,8.45452e+06
10,2,1,5.48076e+06,5.10178e+06,4.54088e+06
10,4,1,4.49351e+06,3.93713e+06,3.46761e+06
10,5,1,3.91028e+06,3.20238e+06,2.82069e+06
10,6,1,3.96891e+06,3.36542e+06,3.00343e+06
10,7,1,4.01734e+06,3.44139e+06,2.94933e+06
10,8,1,4.94854e+06,3.8501e+06,3.39066e+06
10,10,1,7.26729e+06,6.30401e+06,5.6671e+06
10,16,1,8.63887e+06,7.51242e+06,6.70353e+06
10,32,1,1.11017e+07,1.0134e+07,9.20735e+06
10,64,1,1.60589e+07,1.5065e+07,1.37664e+07
10,1,1,1.01765e+07,9.79166e+06,8.8695e+06
10,2,1,5.63959e+06,5.24727e+06,4.68731e+06
10,4,1,4.599e+06,3.91358e+06,3.44402e+06
10,5,1,4.1223e+06,3.51315e+06,3.14962e+06
10,6,1,5.39673e+06,4.52556e+06,4.1417e+06
10,7,1,4.70011e+06,4.06633e+06,3.55878e+06
10,8,1,4.83763e+06,3.94153e+06,3.40692e+06
10,10,1,7.49408e+06,6.24959e+06,5.6428e+06
10,16,1,8.35626e+06,7.3754e+06,6.66687e+06
10,32,1,1.12332e+07,9.88051e+06,9.00877e+06
10,64,1,1.59868e+07,1.5034e+07,1.36234e+07
10,1,1,9.20069e+06,8.8393e+06,8.01911e+06
10,2,1,5.45026e+06,5.09818e+06,4.56593e+06
10,4,1,5.29638e+06,4.5215e+06,4.0548e+06
10,5,1,4.2033e+06,3.52353e+06,3.12722e+06
10,6,1,4.4411e+06,3.54864e+06,3.17972e+06
10,7,1,4.34629e+06,3.70408e+06,3.33255e+06
10,8,1,4.58105e+06,3.83615e+06,3.38833e+06
10,10,1,7.47198e+06,6.34393e+06,5.74831e+06
10,16,1,8.55646e+06,7.60484e+06,6.87745e+06
10,32,1,1.0975e+07,9.97929e+06,9.07176e+06
10,64,1,1.566e+07,1.46812e+07,1.33541e+07
10,1,1,9.36112e+06,8.97916e+06,8.12998e+06
10,2,1,7.3151e+06,6.70089e+06,6.04855e+06
10,4,1,4.71483e+06,4.1241e+06,3.65585e+06
10,5,1,3.94222e+06,3.42248e+06,3.05652e+06
10,6,1,3.87558e+06,3.32847e+06,2.89129e+06
10,7,1,4.12446e+06,3.1976e+06,2.80759e+06
10,8,1,4.83716e+06,3.94006e+06,3.50689e+06
10,10,1,7.35767e+06,6.44708e+06,5.76754e+06
10,16,1,8.70252e+06,7.6914e+06,6.90038e+06
10,32,1,1.12207e+07,1.01862e+07,9.34824e+06
10,64,1,1.72576e+07,1.62527e+07,1.49774e+07
10,1,1,1.02808e+07,9.89336e+06,8.89517e+06
10,2,1,5.62747e+06,5.24547e+06,4.70145e+06
10,4,1,5.08234e+06,4.41189e+06,3.78977e+06
10,5,1,5.43551e+06,4.61278e+06,4.24321e+06
10,6,1,3.61535e+06,3.16098e+06,2.80741e+06
10,7,1,4.72595e+06,3.82242e+06,3.3709e+06
10,8,1,4.72527e+06,4.1196e+06,3.56775e+06
10,10,1,9.67995e+06,8.58464e+06,7.8456e+06
10,16,1,1.08508e+07,9.74858e+06,8.77742e+06
10,32,1,1.37872e+07,1.25564e+07,1.13583e+07
10,64,1,2.46786e+07,2.33334e+07,2.17274e+07
